,Autor(es),Título,GT,Evento,Ano,Link do Arquivo
386,,A AGENDA EDUCACIONAL DO BANCO MUNDIAL E DO SISTEMA ONU PARA PESSOAS COM DEFICIÊNCIA,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_12.
387,,"A BNCC E AS TENSÕES NA GESTÃO, AVALIAÇÃO E CURRÍCULO ESCOLARES",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_6.
388,,"A FORMAÇÃO DE PROFESSORES SOB TRÊS PERSPECTIVAS: O ESTÁGIO, A RESIDÊNCIA DOCENTE E A FUNÇÃO DA COORDENAÇÃO PEDAGÓGICA",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_12.
389,,A FORMAÇÃO DO CORPO PROFESSOR PARA O RECONHECIMENTO DAS relações ETNICO-RACIAIS NA EDUCAÇÃO iNTERCULTURAL,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_12.
390,,A PESQUISA QUALITATIVA EM EDUCAÇÃO POR MEIO DO MÉTODO DOCUMENTÁRIO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_1.
391,,A REGULAÇÃO E A REGULAMENTAÇÃO DA RELAÇÃO PÚBLICO-PRIVADO NA EDUCAÇÃO: O PAPEL DAS ENTIDADES DO TERCEIRO SETOR MERCANTIL,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_3.
392,,A RELEVÂNCIA DAS PESQUISAS COM OS COTIDIANOS NOS ENFRENTAMENTOS DA CRISE ATUAL DE DEMOCRACIA,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_9.
393,,ACCOUNTABILITY EM EDUCAÇÃO NO CONTEXTO DE POLÍTICAS DE REGULAÇÃO POR RESULTADOS: CONFIGURAÇÃO E EXPERIÊNCIAS EM ESTADOS BRASILEIROS,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_1.
394,,ANFOPE: HISTÓRIA E LUTA PELA FORMAÇÃO E VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_8.
395,,AS CONTRIBUIÇÕES DOS ESCRITOS DE ANTONIO GRAMSCI PARA A ANÁLISE DA EDUCAÇÃO ESPECIAL NO BRASIL,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_2.
396,,AS TENDÊNCIAS DO ENSINO SUPERIOR: EXPANSÃO E INTERNACIONALIZAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_4.
397,,BEBÊS E PROFESSORAS EM CONTEXTOS COLETIVOS DE CUIDADO E EDUCAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_6.
398,,DESAFIOS DA FORMAÇÃO DE PROFESSORES NA CONJUNTURA ATUAL: DO DESMONTE DAS POLÍTICAS ÀS PERSPECTIVAS DE RESISTÊNCIA,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_12.
399,,DO GOVERNO DAS DIFERENÇAS AOS CORPOS INGOVERNÁVEIS: POTÊNCIAS DE VIDA NA EDUCAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_12.
400,,EDUCAÇÃO DAS RELAÇÕES ÉTNICO-RACIAIS E EDUCAÇÃO ESCOLAR QUILOMBOLA:  DESAFIOS NA FORMAÇÃO DOCENTE,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_12.
401,,"EDUCAÇÃO ESPECIAL, PSICANÁLISE E EXPERIÊNCIA DEMOCRÁTICA",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_12.
402,,"ESTUDOS SOBRE O CONHECIMENTO ESCOLAR NO BRASIL: TENDÊNCIAS, PERSPECTIVAS E CONTROVÉRSIAS",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_7.
403,,"EXPANSÃO DO ENSINO SUPERIOR, PRODUÇÃO E EFEITOS DE DESIGUALDADES SOCIAIS",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_5.
404,,EXPERIÊNCIA E FORMAÇÃO DOCENTE NA EDUCAÇÃO BÁSICA DA BAHIA ,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_0.
405,,"FORMAÇÃO DE PROFESSORES:  UTOPIAS, ESPERANÇA E SONHO POSSÍVEL NO EXERCÍCIO DA DEMOCRACIA",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_1.
406,,GRUPOS/REDES DE PESQUISA: LOCI ESPAÇO-TEMPORAIS DE FORMAÇÃO E DE PRODUÇÃO DO CONHECIMENTO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_5.
407,,"INFÂNCIAS, TRABALHO E ESCOLA",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_4.
408,,LAICIDADE DO ESTADO E EDUCAÇÃO SOB ATAQUE: INTERSECÇÕES E RESISTÊNCIAS,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_8.
409,,NEOLIBERALISMO E NEOCONSERVADORISMO NA EDUCAÇÃO BRASILEIRA: UMA ANÁLISE A PARTIR DE POLÍTICAS EDUCACIONAIS,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_8.
410,,O RETORNO DA COMPARAÇÃO ÀS INVESTIGAÇÕES EM EDUCAÇÃO: uma operação de equiparação do outro ao nosso ,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_8.
411,,"PARADIGMAS, POLÍTICAS PÚBLICAS E CURRÍCULO NA EJA",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_4.
412,,"PAULO FREIRE, MAIS DO QUE NUNCA",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_8.
413,,PLANEJAMENTO EDUCACIONAL EM CONTEXTOS LOCAIS: DO PLANO NACIONAL AOS PLANOS MUNICIPAIS DE EDUCAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_8.
414,,POLÍTICA E GESTÃO DA EDUCAÇÃO BÁSICA: DIRETRIZES OFICIAIS E SEUS DESDOBRAMENTOS EM ESCOLAS,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_0.
415,,POLÍTICA EDUCACIONAL NO ESTADO DE SÃO PAULO – 24 ANOS DE GOVERNOS DO PSDB,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_10.
416,,"POLÍTICAS, GESTÃO E DIREITO À EDUCAÇÃO SUPERIOR: NOVOS MODOS DE REGULAÇÃO E TENDÊNCIAS EM CONSTRUÇÃO",,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_3.
417,,PRIVATIZAÇÃO E FINANCEIRIZAÇÃO DA EDUCAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_8.
418,,SOBRE CONSTITUIR-SE DOCENTE DA EDUCAÇÃO INFANTIL: POTÊNCIAS EM EXPERIÊNCIAS DE FORMAÇÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_6.
419,,TENDÊNCIAS DA PESQUISA SOBRE A FORMAÇÃO DE PROFESSORES NO BRASIL: O ESTADO DO CONHECIMENTO EM QUESTÃO,,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_1.
420,,"Currículo, em meio a ataques, lutas e resistências: produções acadêmicas da região Nordeste no GT 12 da ANPED ¬¬",GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_11.
421,,"O NOVO ENSINO MÉDIO PARAENSE DA LEI N. 13.415/2017: DISSENSOS, DISPUTAS E RESISTÊNCIAS",GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_11.
422,,CONTEXTOS DA PRECARIZAÇÃO DOCENTE NA EDUCAÇÃO BRASILEIRA,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_11.
423,,FORMAÇÃO DE PROFESSORES PARA ALFABETIZAR-LETRANDO: QUAIS AS CONTRIBUIÇÕES DO PNAIC?,GT08 - Formação de Professores,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_11.
424,,META – 19 DO PLANO NACIONAL DE EDUCAÇÃO (2014-2024): DOIS MODELOS DE GESTÃO CONTRADITÓRIOS,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_11.
425,,DESAFIOS E POTENCIALIDADES DA CONSTRUÇÃO DE TRABALHOS DE CONCLUSÃO DE CURSO NA ALTERNÂNCIA DA LICENCIATURA EM EDUCAÇÃO DO CAMPO DA UFTM,"GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_11.
426,,PRÁTICAS DE LEITURA NOS ANOS FINAIS DO ENSINO FUNDAMENTAL,GT14 - Sociologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_11.
427,,MERCANTILIZAÇÃO DA FORMAÇÃO DE PEDAGOGOS NO BRASIL,GT08 - Formação de Professores,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_11.
428,,DO PROJETO SOCIAL AO ENSINO SUPERIOR: SUPORTES E TRANSIÇÕES DE JOVENS PROFISSIONAIS INSERIDOS NO SETOR CULTURAL,"GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_11.
429,,Nas paredes da escola: histórias de estudantes gays inscritas de violências e subjetividades,"GT23 - Gênero, Sexualidade e Educação",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_11.
430,,"“AQUI NÃO É AULA, NÃO É ESCOLA!” UM ESTUDO SOBRE AS RELAÇÕES ENTRE EDUCAÇÃO E PROTEÇÃO EM UM PROJETO SOCIAL PÚBLICO",GT14 - Sociologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_11.
431,,O FECHAMENTO DA ESCOLA DO ASSENTAMENTO FORTALEZA(SE): PROFESSORA CADÊ A MINHA GOIABEIRA?,"GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_11.
432,,"RELAÇÃO ENTRE JUVENTUDE, ESCOLA E POBREZA","GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_11.
433,,NA DANÇA DOS CORPOS AS IDENTIDADES ÉTNICO-RACIAIS SE IDENTIFICAM NA EDUCAÇÃO FÍSICA ESCOLAR,GT21 - Educação e Relações Étnico-Raciais,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_11.
434,,O PROCESSO DE IMPLANTAÇÃO DAS POLÍTICAS CURRICULARES DA EDUCAÇÃO PROFISSIONAL E O TRABALHO DOCENTE,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_11.
435,,O currículo da formação superior em Educação Física entre as tramas da racionalidade neoliberal,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_11.
436,,O PAPEL DA EDUCAÇÃO NA FORMAÇÃO DE UM ESTADO BRASILEIRO DEMOCRÁTICO: DISPUTA PELA HEGEMONIA DO PROJETO NACIONAL NOS ENLACES DE ÁLVARO VIEIRA PINTO E PASCHOAL LEMME,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_11.
437,,AS MIGRAÇÕES E AS REDES EDUCATIVAS PARA ‘FAZERPENSAR’ QUESTÕES CURRICULARES E A BNCC,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_11.
438,,Capacidade Estatal de Implementação: programas federais de educação básica e os municípios,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_11.
439,,EROS VOLUSIA BAILARINA E PROFESSORA DE DANÇA: MOMENTOS DE UM LEGADO ARTÍSTICO,GT24 - Educação e Arte,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_11.
440,,Corpos em movimento – olhares acerca dos estudos nos/dos/com cotidianos,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_11.
441,,DEZ NOÇÕES SUBSUNÇORAS À IDEOLOGIA DE GÊNERO NO DISCURSO MIDIÁTICO-PEDAGÓGICO: uma autoetnografia,"GT23 - Gênero, Sexualidade e Educação",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_11.
442,,"Aspectos da História, Filosofia e Sociologia da Ciência (HFSC) em Estudo de Gênero na Pesquisa em Educação em Ciência e Matemática","GT23 - Gênero, Sexualidade e Educação",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_11.
443,,Educação no chão do meu terreiro: Jurema Preta a senhora é rainha!,GT21 - Educação e Relações Étnico-Raciais,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_11.
444,,EDUCAÇÃO INTEGRAL NA CONSTRUÇÃO DE UM TERRITÓRIO EDUCADOR,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_10.
445,,O PAPEL DA EDUCAÇÃO NA FORMAÇÃO DE UM ESTADO BRASILEIRO DEMOCRÁTICO: DISPUTA PELA HEGEMONIA DO PROJETO NACIONAL NOS ENLACES DE ÁLVARO VIEIRA PINTO E PASCHOAL LEMME,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/4748-texto_proposta_completo.pdf
446,,OS ENTRELUGARES DE UMA ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL: CURRÍCULOS DE RESISTÊNCIA COTIDIANA,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_10.
447,,Os regimes de presença de estudantes adultos no ensino fundamental: uma análise a partir dos históricos escolares,GT18 - Educação de Pessoas Jovens e Adultas,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_6.
448,,TEORIA ATOR-REDE E A FORMAÇÃO DO EDUCADOR AMBIENTAL,GT22 - Educação Ambiental,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_3.
449,,A escola e o futuro nas vozes de jovens-estudantes do Ensino Médio: contribuições etnográficas à educação,GT14 - Sociologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_10.
450,,Juventude e o Programa de Aprendizagem Profissional: Um Estudo na Região Leste Fluminense.,"GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_0.
451,,A obrigatoriedade da pré-escola leva à sua universalização?,GT07 - Educação de Crianças de 0 a 6 anos,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_10.
452,,Participação e controle social na gestão financeira de Centros de Educação de Jovens e Adultos no Rio de Janeiro,GT18 - Educação de Pessoas Jovens e Adultas,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_10.
453,,CADERNOS DE LIÇÕES: OS DESENHOS DAS PRINCESAS,GT02 – História da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_10.
454,,ENTRE A ACEITAÇÃO E A FUGA: a juventude negra em trânsito nos currículos escolares,GT21 - Educação e Relações Étnico-Raciais,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_7.
455,,AS PERCEPÇÕES DE ESTUDANTES DO ENSINO MÉDIO ACERCA DA MILITARIZAÇÃO DA ESCOLA,GT20 - Psicologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_4.
456,,A recente expansão para a democratização do ensino superior no Brasil e suas implicações para a assistência estudantil,GT11 - Política da Educação Superior,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_0.
457,,MATRIZ CURRICULAR PARA A EDUCAÇÃO DAS RELAÇÕES ÉTNICO-RACIAIS NA EDUCAÇÃO BÁSICA DE FLORIANÓPOLIS: ANÁLISES SOBRE A EDUCAÇÃO INFANTIL,GT21 - Educação e Relações Étnico-Raciais,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_4.
458,,A LICENCIATURA EM EDUCAÇÃO DO CAMPO DA UFES E OS DESAFIOS DA PERMANÊNCIA CAMPESINA NO ENSINO SUPERIOR,GT11 - Política da Educação Superior,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_10.
459,,RELAÇÕES ESCOLA-FAMÍLIA NA CONSTRUÇÃO DAS IDENTIDADES DE GÊNERO NA EDUCAÇÃO INFANTIL,GT14 - Sociologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_10.
460,,A implementação do Turno Único Carioca: compreendendo o papel dos agentes,GT14 - Sociologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_10.
461,,A Política Nacional de Educação Popular em Saúde na atual conjuntura do SUS: fragilidades e desafios,GT06 - Educação Popular,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_10.
462,,FORMAÇÃO INICIAL NOS JOGOS OLÍMPICOS RIO 2016,GT09 - Trabalho e Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_6.
463,,"EDUCAÇÃO INFANTIL, INFÂNCIA E GÊNERO NAS REUNIÕES DA ASSOCIAÇÃO NACIONAL DE PÓS-GRADUAÇÃO E PESQUISA EM EDUCAÇÃO",GT07 - Educação de Crianças de 0 a 6 anos,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_10.
464,,"“TIA, QUERO SER NEGRO”: DIFERENÇAS ÉTNICO-RACIAIS NA CRECHE",GT07 - Educação de Crianças de 0 a 6 anos,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_10.
465,,Encontro dialógico entre formação inicial e continuada: narrativas pedagógicas como dispositivos de (trans)formação,GT13 - Educação Fundamental,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_6.
466,,Enegrecer as universidades: um desafio para a formação de educadores/as do campo?,"GT03 - Movimentos sociais, sujeitos e processos educativos",39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_1.
467,,Base/Comum/Nacional: A busca pela universalização na BNCC,GT12 - Currículo,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_7.
468,,CONCEPÇÕES E PRÁTICAS DIDÁTICAS DE PROFESSORES EM INSERÇÃO PROFISSIONAL,GT04 - Didática,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_10.
469,,Educação Ambiental e seus fundamentos epistemológicos: a produção científica do campo,GT22 - Educação Ambiental,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_10.
470,,A ATUAÇÃO DA BURGUESIA BRASILEIRA NA REFORMA DO ENSINO MÉDIO,GT05 - Estado e Política Educacional,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_8.
471,,O que pensam professores sobre a reprovação e os ciclos,GT14 - Sociologia da Educação,39,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_8.
